id,text,created_at,retweet_count,like_count,reply_count,quote_count,author_id,author_name,author_username,author_verified,language,source,url
1896297051023196357,"Just signed up to Windsurf by Codeium for my dev team to use. The differences far outweigh when compared to Github Co-pilot. 

The most intelligent AI Code generation tool on the market. https://t.co/0KBtBeAVnS",2025-03-02 20:30:23+00:00,0,0,0,0,21797096,Anton Ansalmar,antona23,False,en,Twitter,https://twitter.com/antona23/status/1896297051023196357
1896281593649697179,"CODE IS TRUTH - Episode 6

@Codeium @windsurf_ai  continues to impress.

PROBLEM:
Windsurf currently offers only one model at a time, capping its potential. The performance was restricted by the capabilities of Claude 3.7 Sonnet, renowned as one of the World's BEST LLMs for… https://t.co/rM9V8qWBq1 https://t.co/4UpWfU99a0",2025-03-02 19:28:57+00:00,0,2,0,0,42630325,Jack C Crawford,jackccrawford,False,en,Twitter,https://twitter.com/jackccrawford/status/1896281593649697179
1896281269685952823,"CODE IS TRUTH - Episode 6

@Codeium @windsurf_ai  continues to impress.

PROBLEM:
Windsurf currently offers only one model at a time, capping its potential. The performance was restricted by the capabilities of Claude 3.7 Sonnet, renowned as one of the World's BEST LLMs for… https://t.co/xfDA1Pakpb https://t.co/yDwYFdDQVT",2025-03-02 19:27:40+00:00,0,0,0,0,42630325,Jack C Crawford,jackccrawford,False,en,Twitter,https://twitter.com/jackccrawford/status/1896281269685952823
1896276098910126183,@sfjuvra @MatthewBerman I loved windsurf but the limit cap was done in 2 hours of me playing on github etc. How can I use my XAI key with it or use something like it ( as I understand codeium made it and is free in VScode. ),2025-03-02 19:07:07+00:00,0,0,0,0,1823511272366985216,TheGoldenAnchor,TheGoldenAnvil,False,en,Twitter,https://twitter.com/TheGoldenAnvil/status/1896276098910126183
1896250115339493423,@MatthewBerman ... also I had better results with windsurf but then pivoted to just pure codeium as it is free with no limits!,2025-03-02 17:23:52+00:00,0,0,0,0,1823511272366985216,TheGoldenAnchor,TheGoldenAnvil,False,en,Twitter,https://twitter.com/TheGoldenAnvil/status/1896250115339493423
1896230519588921733,"RT @kinopee_ai: Windsurf Next v 1.3.107 リリース。
-  正式版 v1.3.10 からのビルド（特に新機能はない
https://t.co/GupaAZaaWB",2025-03-02 16:06:00+00:00,1,0,0,0,1803392379300499457,Asahi,asahiXXXXXXXXX,False,ja,Twitter,https://twitter.com/asahiXXXXXXXXX/status/1896230519588921733
1896225362352431324,"Windsurf Next v 1.3.107 リリース。
-  正式版 v1.3.10 からのビルド（特に新機能はない
https://t.co/GupaAZaaWB",2025-03-02 15:45:31+00:00,1,8,0,0,107463790,きのぴー@生成AIエンジニア,kinopee_ai,False,ja,Twitter,https://twitter.com/kinopee_ai/status/1896225362352431324
1896116792797679626,"RT @iamfakhrealam: Step 1:
🌐 Visit https://t.co/ILfklKP51t
⬇️ Download Windsurf Editor

Features:
🏗️ Create apps with CascadeAI
🔮 Intent pr…",2025-03-02 08:34:06+00:00,20,0,0,0,1501067794540113920,CryptoLogist 💲,Arshman771,False,en,Twitter,https://twitter.com/Arshman771/status/1896116792797679626
1896116625700737463,"RT @iamfakhrealam: Begin your journey now

Try it here

https://t.co/ILfklKP51t",2025-03-02 08:33:26+00:00,20,0,0,0,1501067794540113920,CryptoLogist 💲,Arshman771,False,en,Twitter,https://twitter.com/Arshman771/status/1896116625700737463
1896042318232420549,"@MatthewBerman @GroqInc @MatthewBerman if you can airgap and lock down a VM Trae is pretty amazing, void too. Please let me know where you land with your cursor/windsurf journey apparenly codeium in VScode is free and similar too.",2025-03-02 03:38:10+00:00,0,0,0,0,1823511272366985216,TheGoldenAnchor,TheGoldenAnvil,False,en,Twitter,https://twitter.com/TheGoldenAnvil/status/1896042318232420549
1896030996505792863,"RT @DeepLearningAI: Have you checked out ""Build Apps with Windsurf’s AI Coding Agents,"" our latest short course made in collaboration with…",2025-03-02 02:53:10+00:00,10,0,0,0,63285695,lesly🍫,leslysandra,False,en,Twitter,https://twitter.com/leslysandra/status/1896030996505792863
1896024669494591624,"RT @DeepLearningAI: Have you checked out ""Build Apps with Windsurf’s AI Coding Agents,"" our latest short course made in collaboration with…",2025-03-02 02:28:02+00:00,10,0,0,0,115113040,Bhupendra Mishra,mishrabhupendra,False,en,Twitter,https://twitter.com/mishrabhupendra/status/1896024669494591624
1896015224765112650,"So wait ... @codeiumdev makes windsurf and the creds run out FAST but codeium for VScode is free and Trae is malware ( maybe? ) what about void, etc? Windsurf was wicked gnarly with my BCI , just wish I could use my XAI key with any of these.",2025-03-02 01:50:30+00:00,0,1,0,0,1823511272366985216,TheGoldenAnchor,TheGoldenAnvil,False,en,Twitter,https://twitter.com/TheGoldenAnvil/status/1896015224765112650
1895984384299413762,"RT @DeepLearningAI: Have you checked out ""Build Apps with Windsurf’s AI Coding Agents,"" our latest short course made in collaboration with…",2025-03-01 23:47:57+00:00,10,0,0,0,157772503,Rosemary Salem | AI + Automation,RosemarySalemTv,False,en,Twitter,https://twitter.com/RosemarySalemTv/status/1895984384299413762
1895978970438648065,"Windsurf A.I. - https://t.co/E349S0O9Dx

I have been trying out this free version from Codeium and love it. I began with Chat GPT (Open AI) but never settle on the first. If you're game and love coding give Windsurf a try. It is free to download and smarter  than me so you know… https://t.co/9H1vAco4bN",2025-03-01 23:26:26+00:00,0,0,0,0,1844162175457427458,TCrowe,OldeInk76,False,en,Twitter,https://twitter.com/OldeInk76/status/1895978970438648065
1895960084301398324,"RT @KeisukeShibata_: 【朗報】WindsurfがPatchアップデートで、Sonnet3.7のクレジット消費を大幅に改善するアップデートをリリース

対応早いありがたや・・・！！

https://t.co/h6P0TC1jzP",2025-03-01 22:11:23+00:00,9,0,0,0,4682904606,くーるぜろ,zephel00,False,ja,Twitter,https://twitter.com/zephel00/status/1895960084301398324
1895917267483050032,"😵 Programmers are officially doomed, I just watched as Codeium Windsurf  AI IDE just made a test fail - then searched the web - then read a  stackoverflow answer, then fixed the test! Run for the hills! 🫠

""Searching stackoverflow"" was the one remaining skill we had😵‍💫 https://t.co/Ok8Gi9eaZA",2025-03-01 19:21:15+00:00,0,0,0,0,9706562,Tim Abell,tim_abell,False,en,Twitter,https://twitter.com/tim_abell/status/1895917267483050032
1895886664750547060,"RT @DeepLearningAI: Have you checked out ""Build Apps with Windsurf’s AI Coding Agents,"" our latest short course made in collaboration with…",2025-03-01 17:19:39+00:00,10,0,0,0,150230656,DP,dhp1921,False,en,Twitter,https://twitter.com/dhp1921/status/1895886664750547060
1895884128211415068,Where did basic UI and UX when it comes to coding assistants? #qodo #codeium #githubcopilot #geminicodeassistant #windsurf #cursor https://t.co/Hj2bQZgTHe,2025-03-01 17:09:34+00:00,0,0,0,0,14288880,Steve Morin,SteveMorin,False,en,Twitter,https://twitter.com/SteveMorin/status/1895884128211415068
1895884128127508820,Where did basic UI and UX when it comes to coding assistants? #qodo #codeium #githubcopilot #geminicodeassistant #windsurf #cursor https://t.co/nKLwyHTEPD,2025-03-01 17:09:34+00:00,0,0,0,0,14288880,Steve Morin,SteveMorin,False,en,Twitter,https://twitter.com/SteveMorin/status/1895884128127508820
1895862274130395553,"RT @DeepLearningAI: Have you checked out ""Build Apps with Windsurf’s AI Coding Agents,"" our latest short course made in collaboration with…",2025-03-01 15:42:44+00:00,10,0,0,0,1362934327953260545,Girish,SharmaGee_,False,en,Twitter,https://twitter.com/SharmaGee_/status/1895862274130395553
1895859770999140762,"Branding Gone Wrong.

""Just use a version of Vs Code called Windsurf by Codeium with Cascade and Anthropic Claude Sonnet."" https://t.co/GNnEDK4Cw1",2025-03-01 15:32:47+00:00,0,1,1,0,57413,Jeff Schneider,jeffrschneider,False,en,Twitter,https://twitter.com/jeffrschneider/status/1895859770999140762
1895835085427060948,@ec12edfae2cb22 最意外的是 Codeium 反而翻身了 (Windsurf),2025-03-01 13:54:41+00:00,0,2,0,0,1503499519,鸽,AniHermit,False,ja,Twitter,https://twitter.com/AniHermit/status/1895835085427060948
1895809999840092409,"RT @DeepLearningAI: Have you checked out ""Build Apps with Windsurf’s AI Coding Agents,"" our latest short course made in collaboration with…",2025-03-01 12:15:01+00:00,10,0,0,0,1695531273719324672,Mathis_8_Bits,mathis8Bits,False,en,Twitter,https://twitter.com/mathis8Bits/status/1895809999840092409
1895808127213129764,"@DeepLearningAI , founded by @AndrewYNg , has launched a free short course on building AI-powered apps using Windsurf, a coding agent by Codeium. Taught by @_anshulr , the course walks learners through building a snake game in minutes and a Wikipedia data analysis app, alongside… https://t.co/siScCmZWl6 https://t.co/RcnvClIAOM",2025-03-01 12:07:34+00:00,0,1,0,0,908230076,AIM,Analyticsindiam,False,en,Twitter,https://twitter.com/Analyticsindiam/status/1895808127213129764
1895735583529685386,"RT @KeisukeShibata_: 【朗報】WindsurfがPatchアップデートで、Sonnet3.7のクレジット消費を大幅に改善するアップデートをリリース

対応早いありがたや・・・！！

https://t.co/h6P0TC1jzP",2025-03-01 07:19:18+00:00,9,0,0,0,7653992,根岸智幸,zubapita,False,ja,Twitter,https://twitter.com/zubapita/status/1895735583529685386
1895716971095998825,"RT @iamfakhrealam: Begin your journey now

Try it here

https://t.co/ILfklKP51t",2025-03-01 06:05:21+00:00,20,0,0,0,1799285198682763264,Wish Me☺️,GleamWish76,False,en,Twitter,https://twitter.com/GleamWish76/status/1895716971095998825
