id,text,created_at,retweet_count,like_count,reply_count,quote_count,author_id,author_name,author_username,author_verified,language,source,url,combined_text,cleaned_text,vader_sentiment,vader_compound,textblob_sentiment,textblob_polarity,textblob_subjectivity,sentiment_label,sentiment_score
1895886664750547060,"RT @DeepLearningAI: Have you checked out ""Build Apps with Windsurf’s AI Coding Agents,"" our latest short course made in collaboration with…",2025-03-01 17:19:39+00:00,10,0,0,0,150230656,DP,dhp1921,False,en,Twitter,https://twitter.com/dhp1921/status/1895886664750547060,"RT @DeepLearningAI: Have you checked out ""Build Apps with Windsurf’s AI Coding Agents,"" our latest short course made in collaboration with…","RT Have you checked out Build Apps with Windsurfs AI Coding Agents, our latest short course made in collaboration with","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.25, 'subjectivity': 0.6}",0.25,0.6,Positive,0.0
1895884128211415068,Where did basic UI and UX when it comes to coding assistants? #qodo #codeium #githubcopilot #geminicodeassistant #windsurf #cursor https://t.co/Hj2bQZgTHe,2025-03-01 17:09:34+00:00,0,0,0,0,14288880,Steve Morin,SteveMorin,False,en,Twitter,https://twitter.com/SteveMorin/status/1895884128211415068,Where did basic UI and UX when it comes to coding assistants? #qodo #codeium #githubcopilot #geminicodeassistant #windsurf #cursor https://t.co/Hj2bQZgTHe,Where did basic UI and UX when it comes to coding assistants? qodo codeium githubcopilot geminicodeassistant windsurf cursor,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.0, 'subjectivity': 0.125}",0.0,0.125,Neutral,0.0
1895884128127508820,Where did basic UI and UX when it comes to coding assistants? #qodo #codeium #githubcopilot #geminicodeassistant #windsurf #cursor https://t.co/nKLwyHTEPD,2025-03-01 17:09:34+00:00,0,0,0,0,14288880,Steve Morin,SteveMorin,False,en,Twitter,https://twitter.com/SteveMorin/status/1895884128127508820,Where did basic UI and UX when it comes to coding assistants? #qodo #codeium #githubcopilot #geminicodeassistant #windsurf #cursor https://t.co/nKLwyHTEPD,Where did basic UI and UX when it comes to coding assistants? qodo codeium githubcopilot geminicodeassistant windsurf cursor,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.0, 'subjectivity': 0.125}",0.0,0.125,Neutral,0.0
1895862274130395553,"RT @DeepLearningAI: Have you checked out ""Build Apps with Windsurf’s AI Coding Agents,"" our latest short course made in collaboration with…",2025-03-01 15:42:44+00:00,10,0,0,0,1362934327953260545,Girish,SharmaGee_,False,en,Twitter,https://twitter.com/SharmaGee_/status/1895862274130395553,"RT @DeepLearningAI: Have you checked out ""Build Apps with Windsurf’s AI Coding Agents,"" our latest short course made in collaboration with…","RT Have you checked out Build Apps with Windsurfs AI Coding Agents, our latest short course made in collaboration with","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.25, 'subjectivity': 0.6}",0.25,0.6,Positive,0.0
1895859770999140762,"Branding Gone Wrong.

""Just use a version of Vs Code called Windsurf by Codeium with Cascade and Anthropic Claude Sonnet."" https://t.co/GNnEDK4Cw1",2025-03-01 15:32:47+00:00,0,1,1,0,57413,Jeff Schneider,jeffrschneider,False,en,Twitter,https://twitter.com/jeffrschneider/status/1895859770999140762,"Branding Gone Wrong.

""Just use a version of Vs Code called Windsurf by Codeium with Cascade and Anthropic Claude Sonnet."" https://t.co/GNnEDK4Cw1",Branding Gone Wrong. Just use a version of Vs Code called Windsurf by Codeium with Cascade and Anthropic Claude Sonnet.,"{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.4767}",-0.4767,"{'polarity': -0.5, 'subjectivity': 0.9}",-0.5,0.9,Negative,-0.4767
1895835085427060948,@ec12edfae2cb22 最意外的是 Codeium 反而翻身了 (Windsurf),2025-03-01 13:54:41+00:00,0,2,0,0,1503499519,鸽,AniHermit,False,ja,Twitter,https://twitter.com/AniHermit/status/1895835085427060948,@ec12edfae2cb22 最意外的是 Codeium 反而翻身了 (Windsurf),最意外的是 Codeium 反而翻身了 Windsurf,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.0, 'subjectivity': 0.0}",0.0,0.0,Neutral,0.0
1895809999840092409,"RT @DeepLearningAI: Have you checked out ""Build Apps with Windsurf’s AI Coding Agents,"" our latest short course made in collaboration with…",2025-03-01 12:15:01+00:00,10,0,0,0,1695531273719324672,Mathis_8_Bits,mathis8Bits,False,en,Twitter,https://twitter.com/mathis8Bits/status/1895809999840092409,"RT @DeepLearningAI: Have you checked out ""Build Apps with Windsurf’s AI Coding Agents,"" our latest short course made in collaboration with…","RT Have you checked out Build Apps with Windsurfs AI Coding Agents, our latest short course made in collaboration with","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.25, 'subjectivity': 0.6}",0.25,0.6,Positive,0.0
1895808127213129764,"@DeepLearningAI , founded by @AndrewYNg , has launched a free short course on building AI-powered apps using Windsurf, a coding agent by Codeium. Taught by @_anshulr , the course walks learners through building a snake game in minutes and a Wikipedia data analysis app, alongside… https://t.co/siScCmZWl6 https://t.co/RcnvClIAOM",2025-03-01 12:07:34+00:00,0,1,0,0,908230076,AIM,Analyticsindiam,False,en,Twitter,https://twitter.com/Analyticsindiam/status/1895808127213129764,"@DeepLearningAI , founded by @AndrewYNg , has launched a free short course on building AI-powered apps using Windsurf, a coding agent by Codeium. Taught by @_anshulr , the course walks learners through building a snake game in minutes and a Wikipedia data analysis app, alongside… https://t.co/siScCmZWl6 https://t.co/RcnvClIAOM",", founded by , has launched a free short course on building AIpowered apps using Windsurf, a coding agent by Codeium. Taught by , the course walks learners through building a snake game in minutes and a Wikipedia data analysis app, alongside","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.5859}",0.5859,"{'polarity': 0.0, 'subjectivity': 0.5}",0.0,0.5,Positive,0.5859
1895735583529685386,"RT @KeisukeShibata_: 【朗報】WindsurfがPatchアップデートで、Sonnet3.7のクレジット消費を大幅に改善するアップデートをリリース

対応早いありがたや・・・！！

https://t.co/h6P0TC1jzP",2025-03-01 07:19:18+00:00,9,0,0,0,7653992,根岸智幸,zubapita,False,ja,Twitter,https://twitter.com/zubapita/status/1895735583529685386,"RT @KeisukeShibata_: 【朗報】WindsurfがPatchアップデートで、Sonnet3.7のクレジット消費を大幅に改善するアップデートをリリース

対応早いありがたや・・・！！

https://t.co/h6P0TC1jzP",RT 朗報WindsurfがPatchアップデートでSonnet3.7のクレジット消費を大幅に改善するアップデートをリリース 対応早いありがたや,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.0, 'subjectivity': 0.0}",0.0,0.0,Neutral,0.0
1895716971095998825,"RT @iamfakhrealam: Begin your journey now

Try it here

https://t.co/ILfklKP51t",2025-03-01 06:05:21+00:00,20,0,0,0,1799285198682763264,Wish Me☺️,GleamWish76,False,en,Twitter,https://twitter.com/GleamWish76/status/1895716971095998825,"RT @iamfakhrealam: Begin your journey now

Try it here

https://t.co/ILfklKP51t",RT Begin your journey now Try it here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.0, 'subjectivity': 0.0}",0.0,0.0,Neutral,0.0
1895716701381312920,"RT @iamfakhrealam: Step 1:
🌐 Visit https://t.co/ILfklKP51t
⬇️ Download Windsurf Editor

Features:
🏗️ Create apps with CascadeAI
🔮 Intent pr…",2025-03-01 06:04:16+00:00,20,0,0,0,1799285198682763264,Wish Me☺️,GleamWish76,False,en,Twitter,https://twitter.com/GleamWish76/status/1895716701381312920,"RT @iamfakhrealam: Step 1:
🌐 Visit https://t.co/ILfklKP51t
⬇️ Download Windsurf Editor

Features:
🏗️ Create apps with CascadeAI
🔮 Intent pr…",RT Step 1 Visit Download Windsurf Editor Features Create apps with CascadeAI Intent pr,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}",0.2732,"{'polarity': 0.0, 'subjectivity': 0.0}",0.0,0.0,Positive,0.2732
1895704774873661647,"RT @DeepLearningAI: Have you checked out ""Build Apps with Windsurf’s AI Coding Agents,"" our latest short course made in collaboration with…",2025-03-01 05:16:53+00:00,10,0,0,0,1438654675,Kashif Ahmed,krazykrash,False,en,Twitter,https://twitter.com/krazykrash/status/1895704774873661647,"RT @DeepLearningAI: Have you checked out ""Build Apps with Windsurf’s AI Coding Agents,"" our latest short course made in collaboration with…","RT Have you checked out Build Apps with Windsurfs AI Coding Agents, our latest short course made in collaboration with","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.25, 'subjectivity': 0.6}",0.25,0.6,Positive,0.0
1895695329460453450,@AtomSilverman @AgentOpsAI @MadronaVentures Where is Codeium/Windsurf?,2025-03-01 04:39:21+00:00,0,0,0,0,14238418,Benton Bagot,bentonbagot,False,de,Twitter,https://twitter.com/bentonbagot/status/1895695329460453450,@AtomSilverman @AgentOpsAI @MadronaVentures Where is Codeium/Windsurf?,Where is CodeiumWindsurf?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.0, 'subjectivity': 0.0}",0.0,0.0,Neutral,0.0
1895684462601814139,"RT @KeisukeShibata_: 【朗報】WindsurfがPatchアップデートで、Sonnet3.7のクレジット消費を大幅に改善するアップデートをリリース

対応早いありがたや・・・！！

https://t.co/h6P0TC1jzP",2025-03-01 03:56:10+00:00,9,0,0,0,15083184,u10（ゆーと/yuto）@ヴェノムまだですか,09y,False,ja,Twitter,https://twitter.com/09y/status/1895684462601814139,"RT @KeisukeShibata_: 【朗報】WindsurfがPatchアップデートで、Sonnet3.7のクレジット消費を大幅に改善するアップデートをリリース

対応早いありがたや・・・！！

https://t.co/h6P0TC1jzP",RT 朗報WindsurfがPatchアップデートでSonnet3.7のクレジット消費を大幅に改善するアップデートをリリース 対応早いありがたや,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.0, 'subjectivity': 0.0}",0.0,0.0,Neutral,0.0
1895680414976725144,"RT @KeisukeShibata_: 【朗報】WindsurfがPatchアップデートで、Sonnet3.7のクレジット消費を大幅に改善するアップデートをリリース

対応早いありがたや・・・！！

https://t.co/h6P0TC1jzP",2025-03-01 03:40:05+00:00,9,0,0,0,1516970867263107073,カリコ,Calico923,False,ja,Twitter,https://twitter.com/Calico923/status/1895680414976725144,"RT @KeisukeShibata_: 【朗報】WindsurfがPatchアップデートで、Sonnet3.7のクレジット消費を大幅に改善するアップデートをリリース

対応早いありがたや・・・！！

https://t.co/h6P0TC1jzP",RT 朗報WindsurfがPatchアップデートでSonnet3.7のクレジット消費を大幅に改善するアップデートをリリース 対応早いありがたや,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.0, 'subjectivity': 0.0}",0.0,0.0,Neutral,0.0
1895675565593755983,"Windsurf v 1.3.10 で追加になった以下のオプション、ON、OFFどちらでも .gitignore ファイルを読み書きできてしまいますね。皆さんの手元ではどうですか？

- Option for Cascade to view / edit .gitignored files
https://t.co/jvKNkJUvRH https://t.co/SCYRqsNdsE",2025-03-01 03:20:49+00:00,0,0,1,0,107463790,きのぴー@生成AIエンジニア,kinopee_ai,False,ja,Twitter,https://twitter.com/kinopee_ai/status/1895675565593755983,"Windsurf v 1.3.10 で追加になった以下のオプション、ON、OFFどちらでも .gitignore ファイルを読み書きできてしまいますね。皆さんの手元ではどうですか？

- Option for Cascade to view / edit .gitignored files
https://t.co/jvKNkJUvRH https://t.co/SCYRqsNdsE",Windsurf v 1.3.10 で追加になった以下のオプションONOFFどちらでも .gitignore ファイルを読み書きできてしまいますね皆さんの手元ではどうですか Option for Cascade to view edit .gitignored files,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.0, 'subjectivity': 0.0}",0.0,0.0,Neutral,0.0
1895673243513864580,"RT @KeisukeShibata_: 【朗報】WindsurfがPatchアップデートで、Sonnet3.7のクレジット消費を大幅に改善するアップデートをリリース

対応早いありがたや・・・！！

https://t.co/h6P0TC1jzP",2025-03-01 03:11:35+00:00,9,0,0,0,1085383705139601408,ゆる写📷⛰,yuru_sha,False,ja,Twitter,https://twitter.com/yuru_sha/status/1895673243513864580,"RT @KeisukeShibata_: 【朗報】WindsurfがPatchアップデートで、Sonnet3.7のクレジット消費を大幅に改善するアップデートをリリース

対応早いありがたや・・・！！

https://t.co/h6P0TC1jzP",RT 朗報WindsurfがPatchアップデートでSonnet3.7のクレジット消費を大幅に改善するアップデートをリリース 対応早いありがたや,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.0, 'subjectivity': 0.0}",0.0,0.0,Neutral,0.0
1895672612610851095,"Windsurf には .codeiumignore という設定ファイルがあります。
インデックス対象外を指定するものですけど、デフォルトで . で始まるファイルは無視されます。
ただ、AI が .env ファイルを読めてしまうので、先の［Global AI Rules］による対応が現時点ではよいと思います。
https://t.co/MVEPI0NkCJ https://t.co/vbwOBz7Jjc",2025-03-01 03:09:05+00:00,0,7,1,0,107463790,きのぴー@生成AIエンジニア,kinopee_ai,False,ja,Twitter,https://twitter.com/kinopee_ai/status/1895672612610851095,"Windsurf には .codeiumignore という設定ファイルがあります。
インデックス対象外を指定するものですけど、デフォルトで . で始まるファイルは無視されます。
ただ、AI が .env ファイルを読めてしまうので、先の［Global AI Rules］による対応が現時点ではよいと思います。
https://t.co/MVEPI0NkCJ https://t.co/vbwOBz7Jjc",Windsurf には .codeiumignore という設定ファイルがあります インデックス対象外を指定するものですけどデフォルトで . で始まるファイルは無視されます ただAI が .env ファイルを読めてしまうので先のGlobal AI Rulesによる対応が現時点ではよいと思います,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.0, 'subjectivity': 0.0}",0.0,0.0,Neutral,0.0
1895665960348237992,"RT @kinopee_ai: Windsurf v 1.3.10 リリース。
- Claude 3.7 Sonnet クレジット消費の改善
- mac 環境でのアイコン表示不具合修正
- .gitignored を表示/編集するためのオプション
3つ目に注目なのですけど、アッ…",2025-03-01 02:42:39+00:00,1,0,0,0,59696913,エンジニアM168,masaru21,False,ja,Twitter,https://twitter.com/masaru21/status/1895665960348237992,"RT @kinopee_ai: Windsurf v 1.3.10 リリース。
- Claude 3.7 Sonnet クレジット消費の改善
- mac 環境でのアイコン表示不具合修正
- .gitignored を表示/編集するためのオプション
3つ目に注目なのですけど、アッ…",RT Windsurf v 1.3.10 リリース Claude 3.7 Sonnet クレジット消費の改善 mac 環境でのアイコン表示不具合修正 .gitignored を表示編集するためのオプション 3つ目に注目なのですけどアッ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.0, 'subjectivity': 0.0}",0.0,0.0,Neutral,0.0
1895626108634358079,"RT @KeisukeShibata_: 【朗報】WindsurfがPatchアップデートで、Sonnet3.7のクレジット消費を大幅に改善するアップデートをリリース

対応早いありがたや・・・！！

https://t.co/h6P0TC1jzP",2025-03-01 00:04:17+00:00,9,0,0,0,1510595285034045444,じゃんぼ＠生成AIマニア,BHrtaym,False,ja,Twitter,https://twitter.com/BHrtaym/status/1895626108634358079,"RT @KeisukeShibata_: 【朗報】WindsurfがPatchアップデートで、Sonnet3.7のクレジット消費を大幅に改善するアップデートをリリース

対応早いありがたや・・・！！

https://t.co/h6P0TC1jzP",RT 朗報WindsurfがPatchアップデートでSonnet3.7のクレジット消費を大幅に改善するアップデートをリリース 対応早いありがたや,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.0, 'subjectivity': 0.0}",0.0,0.0,Neutral,0.0
1895623503187231031,"Windsurf v 1.3.10 リリース。
- Claude 3.7 Sonnet クレジット消費の改善
- mac 環境でのアイコン表示不具合修正
- .gitignored を表示/編集するためのオプション
3つ目に注目なのですけど、アップデート後 Cascade を表示できませんね。
https://t.co/jvKNkJUvRH https://t.co/Bl0wtoXOrs",2025-02-28 23:53:56+00:00,1,9,0,0,107463790,きのぴー@生成AIエンジニア,kinopee_ai,False,ja,Twitter,https://twitter.com/kinopee_ai/status/1895623503187231031,"Windsurf v 1.3.10 リリース。
- Claude 3.7 Sonnet クレジット消費の改善
- mac 環境でのアイコン表示不具合修正
- .gitignored を表示/編集するためのオプション
3つ目に注目なのですけど、アップデート後 Cascade を表示できませんね。
https://t.co/jvKNkJUvRH https://t.co/Bl0wtoXOrs",Windsurf v 1.3.10 リリース Claude 3.7 Sonnet クレジット消費の改善 mac 環境でのアイコン表示不具合修正 .gitignored を表示編集するためのオプション 3つ目に注目なのですけどアップデート後 Cascade を表示できませんね,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.0, 'subjectivity': 0.0}",0.0,0.0,Neutral,0.0
1895622439587234138,"RT @KeisukeShibata_: 【朗報】WindsurfがPatchアップデートで、Sonnet3.7のクレジット消費を大幅に改善するアップデートをリリース

対応早いありがたや・・・！！

https://t.co/h6P0TC1jzP",2025-02-28 23:49:43+00:00,9,0,0,0,1865265023335182337,まさお@AI駆動開発,AI_masaou,False,ja,Twitter,https://twitter.com/AI_masaou/status/1895622439587234138,"RT @KeisukeShibata_: 【朗報】WindsurfがPatchアップデートで、Sonnet3.7のクレジット消費を大幅に改善するアップデートをリリース

対応早いありがたや・・・！！

https://t.co/h6P0TC1jzP",RT 朗報WindsurfがPatchアップデートでSonnet3.7のクレジット消費を大幅に改善するアップデートをリリース 対応早いありがたや,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.0, 'subjectivity': 0.0}",0.0,0.0,Neutral,0.0
1895619753278062747,"RT @KeisukeShibata_: 【朗報】WindsurfがPatchアップデートで、Sonnet3.7のクレジット消費を大幅に改善するアップデートをリリース

対応早いありがたや・・・！！

https://t.co/h6P0TC1jzP",2025-02-28 23:39:02+00:00,9,0,0,0,99120317,Baron Kaneko,ky0314,False,ja,Twitter,https://twitter.com/ky0314/status/1895619753278062747,"RT @KeisukeShibata_: 【朗報】WindsurfがPatchアップデートで、Sonnet3.7のクレジット消費を大幅に改善するアップデートをリリース

対応早いありがたや・・・！！

https://t.co/h6P0TC1jzP",RT 朗報WindsurfがPatchアップデートでSonnet3.7のクレジット消費を大幅に改善するアップデートをリリース 対応早いありがたや,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'polarity': 0.0, 'subjectivity': 0.0}",0.0,0.0,Neutral,0.0
